Dolcino,Caus,Azienda assistenza sanitaria n. 5 friuli occidentale,ente pubblico,CASDON19T02L351J,Sacile ,Spilimbergo Via Raffaello Sanzio  
Saturnino,Fumagalli,Azienda assistenza sanitaria n. 5 friuli occidentale,ente pubblico,FULSAN21Q13P489H,Pordenone ,Pordenone   Via De La Comina  
Evaristo,Taurisano,Azienda assistenza sanitaria n. 5 friuli occidentale,ente pubblico,TAAEVO05Y22Z460Y,San vito al tagliamento ,Linteris 
Gualtieri,Campeggio,Azienda assistenza sanitaria n. 5 friuli occidentale,ente pubblico,CAEGUU16E35C848P,Pordenone ,Interna 
Solimano,Cucchiara,Azienda ospedaliero - universitaria di udine,ente pubblico,CURSON22A12W836T,Tarcento ,Via Pretura Vecchia  
Beato,Kusey,Azienda per i servizi sanitari n. 2 isontina,ente pubblico,KUEBEE02P12R982G,Gradisca d'isonzo ,Via Alexander Fleming  
Libero,Sanapo,Azienda per i servizi sanitari n. 2 isontina,ente pubblico,SAPLIO92W38Y262B,Monfalcone ,Viale Fatebenefratelli   
Sabato,Savoiardi,Azienda per i servizi sanitari n. 2 isontina,ente pubblico,SAOSAO66G27F207D,Monfalcone ,Via Galvani l   
Ananio,Cobuzzi,Azienda per i servizi sanitari n. 2 isontina,ente pubblico,COBANA76L30M521U,Gorizia ,Viale Fatebenefratelli  
Illario,Malvarosa,Azienda per i servizi sanitari n. 3 - 'alto friuli',ente pubblico,MARILR94O35G306J,Pontebba ,Via iv Novembre  
Girolamo,Stano,Azienda per i servizi sanitari n. 3 - 'alto friuli',ente pubblico,STOGIA84T25A805Q,Tolmezzo ,Viale Aldo Moro  
Remoaldo,Vallone,Azienda per i servizi sanitari n. 3 - 'alto friuli',ente pubblico,VAAREO10A00Z842C,Enemonzo ,Via Narzans  
Giudo,Espinal bueno,Azienda per i servizi sanitari n. 3 - 'alto friuli',ente pubblico,ESSGIU56Q22F938M,Gemona del friuli ,Via Battiferro  
Ormido,Corso,Azienda per i servizi sanitari n. 3 - 'alto friuli',ente pubblico,CORORO48M03N600E,Gemona del friuli ,Via Battiferro  
Riodante,Vici,Azienda per i servizi sanitari n. 3 - 'alto friuli',ente pubblico,VICRIE06C30M217M,Gemona del friuli ,Via Battiferro  
Felido,Rimondo,Azienda per i servizi sanitari n. 4 medio friuli - distretto di manzano,ente pubblico,RIOFEO11W24F834P,Manzano ,Via Drusin 
Onoratino,Librale,Azienda per i servizi sanitari n.1 triestina,ente pubblico,LIRONI00V34Y837U,Trieste ,Via Giuseppe Giusti  
Maino,Muscedra,Azienda per i servizi sanitari n.2 isontina,ente pubblico,MURMAN26E07W651S,Gorizia ,Via degli Scogli  
Asiago,Limongelli,Azienda per i servizi sanitari n.3 alto friuli,ente pubblico,LIOASS93K28Z072Q,Paluzza ,Piazza    Luglio  
Aureliano,Ciusco,Azienda per i servizi sanitari n.3 alto friuli,ente pubblico,CISAUR97C32D153Z,Gemona del friuli ,Via s  Lucia  
Liduino,Peshkopia,Azienda per i servizi sanitari n.4 medio friuli,ente pubblico,PEKLIO43B11R881N,Tricesimo ,Via dei Carpini  
Fabrizio,Giurgola,Azienda per i servizi sanitari n.4 medio friuli,ente pubblico,GIUFAI47J19N948I,Pagnacco ,Via Garibaldi  
Anto,Colasanto,Azienda per i servizi sanitari n.4 medio friuli,ente pubblico,COTANT13K29P783U,Buja ,Via Ursinins Piccolo  
Fulgenzo,Caluori,Azienda per i servizi sanitari n.4 medio friuli,ente pubblico,CARFUZ44X39P488C,Povoletto ,Via Dante  
Fortino,Falco,Azienda per l assistenza sanitaria n. 3 alto friuli - collinare - medio friuli,ente pubblico,FACFOO77Y06Y437T,Moggio udinese ,Moggio Udinese   Via G  Ermolli   
Buono,Levani,Azienda per l'assistenza sanitaria n. 2 bassa friulana-isontina,ente pubblico,LEEBUO31U15T168Q,Lignano sabbiadoro ,Via Tarvisio  B 
Oronzo,Kermane,Azienda per l'assistenza sanitaria n. 5  friuli occidentale,ente pubblico,KERORN95R16E925I,Maniago ,Via Campagna  
Enotrio,Mamone,"Azienda per l'assistenza sanitaria n. 5 ""friuli occidentale""",ente pubblico,MAEENN08E03P144F,Pordenone ,Viale Franco Martelli  
Averio,Melito,Azienda per l'assistenza sanitaria n.2   bassa friulana - isontina,ente pubblico,METAVE93U16J016O,Cormons ,Viale Venezia Giulia  
Carmelino,Morlino,Azienda per l'assistenza sanitaria n.5  friuli occidentale,ente pubblico,MONCAE86Q36J549S,Spilimbergo ,Via Sanzio Raffaello  
Radamez,Stewart,Azienda per l'assistenza sanitaria n.5  friuli occidentale,ente pubblico,STTRAA65R35Y892G,Pordenone ,Via della Vecchia Ceramica  
Navarino,Melcarne,Azienda per l'assistenza sanitaria n.5  friuli occidentale,ente pubblico,MELNAI04A36A374D,Maniago ,Via Unita  d Italia  
Ippolito,Argentieri,Azienda sanitaria asugi,ente pubblico,ARTIPP37M11H130J,Monfalcone ,Via V  Veneto   
Eleodoro,Farella,Azienda sanitaria asugi,ente pubblico,FALELR66R10Q319J,Gorizia ,Via Galvani   
Agesilao,D'innocenzo,Azienda sanitaria asugi,ente pubblico,D IAGI21Y27G127U,Monfalcone ,Via Romana   
Abdone,Mezzapesa,Azienda sanitaria asugi,ente pubblico,MEZABE31Q19S957G,Trieste ,V le Fatebenefratelli   
Orestino,Conte torelli,Azienda sanitaria asugi,ente pubblico,CO ORN12J18H250Y,Gorizia ,Via Costantino Costantinides   
Allegro,Rampino,Azienda sanitaria asugi,ente pubblico,RAMALR59H34V112D,Monfalcone ,Via Costantino Costantinides   
Gelmo,Bomba,Azienda sanitaria asugi,ente pubblico,BOMGEM94Q03O053Z,Trieste ,Via Galvani   
Arienzo,Zanini,Azienda sanitaria asugi,ente pubblico,ZAIARZ47Q19S461B,Cormons ,Viale Venezia Giulia   
Clelio,Azzurretto,Azienda sanitaria asugi,ente pubblico,AZRCLO43D04F838F,Trieste ,Via C  Costantinides   
Andro,Tedeschi,Azienda sanitaria universitaria asugi,ente pubblico,TESANN17N17X689L,Cormons ,Guardia Medica 
Alemanno,Bisanti,Azienda sanitaria universitaria azienda per l'assistenza sanitaria n. 2 bassa friulana-isontina,ente pubblico,BINALA21R29S698B,Gradisca d'isonzo ,Guardia Medica 
Ronaldo,Primiceli,Azienda sanitaria universitaria friuli centrale,ente pubblico,PRIROA93F31C604D,Latisana ,Via Sabbionera  
Roviglio,Petruzzelli,Azienda sanitaria universitaria friuli centrale,ente pubblico,PEZROO46M13W495R,Tolmezzo ,Via Morgagni Giobatta  
Fiorenzo,Turano,Azienda sanitaria universitaria friuli centrale,ente pubblico,TUAFIE74T13M388I,San giorgio di nogaro ,Via Palmanova  
Fiorigio,Demarinis,Azienda sanitaria universitaria friuli centrale,ente pubblico,DEMFII10N23X580P,Palmanova ,Via Natisone  
Arturo,Scrascia,Azienda sanitaria universitaria giuliano isontina,ente pubblico,SCSARU30W02M885K,Trieste ,Via Pasteur Louis  B 
Rainiero,Coltellacci,Azienda sanitaria universitaria giuliano isontina,ente pubblico,COARAA81Z17W252C,Cormons ,Viale Venezia Giulia  
Jader,Criado lopez,Azienda sanitaria universitaria integrata di udine,ente pubblico,CROJAA62U38R028E,Udine ,Via Comesatti    Udine 
Adelisio,Tortora,Azienda sanitaria universitaria integrata di udine,ente pubblico,TOTADE32H07Y404P,Tarcento ,Piazza del Mercato     Tarcento 
Lidamo,Paracelli,Azienda sanitaria universitaria integrata di udine,ente pubblico,PAALIA23W19A769J,Tarcento ,Via Carraria   
Pascuccio,Ventura,Azienda sanitaria universitaria integrata di udine,ente pubblico,VEAPAU77V01U140O,Tolmezzo ,Via Cojaniz   
Arealdo,Ficco,Azienda sanitaria universitaria integrata di udine,ente pubblico,FIOARE04S08Y496O,Palmanova ,Via Palmanova   
Enos,Prinari,Azienda sanitaria universitaria integrata di udine,ente pubblico,PRRENS42N02X561G,San daniele del friuli ,Via Molin   
Italino,Marasigan,Azienda sanitaria universitaria integrata di udine,ente pubblico,MARITI45F35N761S,Udine ,Vl  Duodo  
Annibale,Caushi,Azienda sanitaria universitaria integrata di udine,ente pubblico,CAIANN73D29U231L,Udine ,Viale Trieste   
Gismondo,Pacifico,Azienda sanitaria universitaria integrata di udine,ente pubblico,PACGIO35E22S592K,San daniele del friuli ,Viale Trento e Trieste  
Castrenzo,Coriandro,Azienda sanitaria universitaria integrata di udine,ente pubblico,COOCAA39J32S792P,Tolmezzo ,V  Morgagni  
Olemo,Mu,Azienda sanitaria universitaria integrata di udine,ente pubblico,MUUOLE72V08C660O,Gemona del friuli ,Via Carnia Libera    
Cusumano,Monittola,Azienda sanitaria universitaria integrata di udine,ente pubblico,MOICUU87I33A711V,Latisana ,Via Rodolone   
Loddo,Barbetta,Azienda sanitaria universitaria integrata di udine,ente pubblico,BARLOO27V28J908G,San giorgio di nogaro ,Via Sabbionera   
Orelio,Fumagalli,Azienda sanitaria universitaria integrata di udine,ente pubblico,FUAORR89A32V074C,Codroipo ,Viale Trento e Trieste   
Guglielmo,Manica,Azienda sanitaria universitaria integrata di udine,ente pubblico,MACGUG75D10K354Q,Cividale del friuli ,V  Carraria  
Giovenzio,Baricelli,Azienda sanitaria universitaria integrata di udine,ente pubblico,BALGIO28Q04P322Z,Latisana ,Sabbionera 
Gasparre,Satkunasingam,Azienda sanitaria universitaria integrata di udine,ente pubblico,SAUGAR42S01P344U,Palmanova ,Via Natisone  
Orillo,El mouhadeb,Azienda sanitaria universitaria integrata di udine,ente pubblico,ELOORI98P11V638J,Udine ,Via Chiusaforte   
Aristeo,Zapparrata,Azienda servizi sanitari n. 4 medio friuli,ente pubblico,ZAAARS15J07P530B,Tricesimo ,Via ss  Vito e Modesto  
Aldimaro,Menza,Azienda servizi sanitari n.4 'medio friuli',ente pubblico,MEAALI38A29U539G,Udine ,Via Laipacco  
Agamennone,Piccolo,Azienda servizi sanitari n.4 'medio friuli',ente pubblico,PIIAGE51M06G256N,Udine ,Via Pieri Gino 
Morosino,Rucco,Azienda servizi sanitari n.4 'medio friuli',ente pubblico,RUCMOO16P19V480U,Udine ,Via Piemonte  
Boerio,Gaeta,Azienda servizi sanitari n.4 'medio friuli',ente pubblico,GATBOR18G26D366G,Coseano ,Via San Andrea 
Protasio,Sportella,Azienda servizi sanitari n.4 'medio friuli',ente pubblico,SPOPRI19E22F783Z,Manzano ,Via Caterina Percoto  
Nemorino,Rasaratnam,Azienda servizi sanitari n.4 'medio friuli',ente pubblico,RARNEI57P14C167M,Tricesimo ,Via dei Carpini   Adorgnano
Eliberto,Kuppusamy,Azienda servizi sanitari n.4 'medio friuli',ente pubblico,KUUELB41W06O912M,Udine ,Via Piutti Arnaldo  
Ropeo,Covalenco,Azienda servizi sanitari n.4 'medio friuli',ente pubblico,COLROE91V20R905D,Udine ,Via Pozzuolo  
Maffeo,Attolico,Barbaccia dr. giuseppe,ente pubblico,ATLMAF04V31E537H,Udine ,Largo dei Pecile  
Lauretto,Villanova,Baron paolo,ente pubblico,VIALAE01J39T211Y,Bagnaria arsa ,Via Vittorio Veneto  
Riva,Paciulli,Bernardi dr. giuseppina,ente pubblico,PALRIA40P18X510Y,Gorizia ,Via Roma  
Silvano,Lissa,Bucci giuseppe dr.,ente pubblico,LISSIO19S28D115Y,Forgaria nel friuli ,Via Grap  
Agatocle,Argese,Buzzolo stefania,ente pubblico,ARRAGC94E15R132G,Udine ,Via Bariglaria  
Offelio,Pulimeno,Callegari tiziana,ente pubblico,PUIOFI86Y37G059D,Manzano ,Via Terzo Drusin  
Primo,Dell'atti,Calã² cosimo salvatore,ente pubblico,DELPRM11X17V014C,Buja ,Via Divisione Julia  
Bizio,Febbo,Candido dr. adelma,ente pubblico,FEBBII93D11I143F,San daniele del friuli ,Piazza  Maggio  
Germondo,Petrelli,Centro di salute mentale di gemona del friuli (csm),ente pubblico,PELGER77H06T590Y,Gemona del friuli ,Via Santa Lucia  
Sigisfrido,Marrone,Centro unico vacinale,ente pubblico,MARSIO20Y13M879B,Trieste ,Via Paolo de Ralli  
Aldesino,Cavone,Centro vaccinazioni,ente pubblico,CAAALI30I32O018R,Udine ,Via Chiusaforte  
Melchiade,Luprano,Comito paolo daniele,ente pubblico,LUOMEL77M10W768M,Tarvisio ,Via Vittorio Veneto  
Anastasio,Rillo,Compari dr. mario,ente pubblico,RIOANI88G18X474P,San giovanni al natisone ,Via Madonna del Podgora  
Sisino,De nuzzo,Culot dr. paolo,ente pubblico,DEESII96T17U109W,Cormons ,Via Gorizia  
Gianandrea,Ghidotti,Cup aas 3 di alto friuli  collinare  medio friuli,ente pubblico,GHIGIA08G29U320Y,Gemona del friuli ,Piazzetta Portuzza  
Ottilio,Abdelhamid serra,Cup aas 5 di friuli occidentale,ente pubblico,ABBOTI94K26L978J,Azzano decimo ,Via xv Aprile  
Asdrubale,Bufano,Cup aas 5 di friuli occidentale dell' ospedale civile,ente pubblico,BUOASR49M28N685S,Pordenone ,Via Montereale  
Amos,Totarofila,Cup aas 5 di friuli occidentale dell' ospedale santa maria dei battuti,ente pubblico,TOFAMM14V27Q665F,San vito al tagliamento ,Via Savorgnano  
Piave,Ugenti,Cup ass 2 di bassa friulana - isontina,ente pubblico,UGEPII34I20F796E,Grado ,Via Michelangelo Buonarroti  
Littorino,Scipioni,Cup ass 2 di bassa friulana - isontina,ente pubblico,SCNLIT36K18U095D,Mossa ,Via xiv Maggio  
Rigo,Grippa,Cup ass 2 di bassa friulana - isontina,ente pubblico,GRIRIG81V15H101R,Cormons ,Viale Venezia Giulia  
Leucio,Ventricelli,Cup ass 2 di bassa friulana - isontina,ente pubblico,VEILEI11W36Q976B,Gradisca d'isonzo ,Via Fleming  
Leonido,Pasanisi,Cup ass 2 di bassa friulana - isontina del presidio ospedaliero,ente pubblico,PASLEI16A31L537T,Palmanova ,Via Natisone  
Reto,Romito,Cup ass 2 di bassa friulana - isontina dell' ospedale san giovanni di dio,ente pubblico,ROIRET38F31E780C,Gorizia ,Viale Fatebenefratelli  
Arconte,Oteyza rubido,Cup asugi di muggia,ente pubblico,OTBARC26H22K247C,Muggia ,Via Cesare Battisti  
Clemens,Dodaro,Cup asui di trieste,ente pubblico,DOOCLM68O01W979K,Trieste ,Via del Farneto  
Gaudenzo,Menon,Cup asui di udine,ente pubblico,MEOGAN63M07U012G,Udine ,Via San Valentino  
Massimino,Briganti,Cup asui di udine,ente pubblico,BRNMAM63R13M972T,Tarcento ,Via Coianiz  
Carmelo,Pedio,Cup asui di udine,ente pubblico,PEICAE02V04E803B,Udine ,Via Pozzuolo  
Carmelino,Boatti,Cup azienda per i servizi sanitari 2 isontina,ente pubblico,BOICAR87C37L881N,Cormons ,Viale Venezia Giulia  
Santi,Lovasz,Dipartimento di prevenzione,ente pubblico,LOASAA36S02W377Z,Udine ,Via Chiusaforte  
Librando,Pilolli,Dipartimento di prevenzione,ente pubblico,PIILIA59U02Y603F,Pordenone ,Via della Vecchia Ceramica  
Dono,Mazzeo gigante,Dipartimento salute mentale,ente pubblico,MAADOO37E29V667L,Trieste ,Viale Miramare  
Reginaldo,Bathily,Distretto di latisana -,ente pubblico,BAYRED10N02O788W,San giorgio di nogaro ,Via Palmanova  
Sigfredo,Casi lebbe,Distretto est di palmanova - aas 2,ente pubblico,CABSIF33L34H967R,Palmanova ,Via Molin  
Andreino,Cardignan,Distretto sanitario,ente pubblico,CAGANI16U23J311L,Tarcento ,Via P  Coianiz 
Mercurio,Demarinis,Distretto sanitario -,ente pubblico,DEAMEC01P39H759Z,Tarcento ,Via Cojaniz  
Osmildo,Palomba,Distretto sanitario -,ente pubblico,PABOSO13T20R717B,Udine ,V  San Valentino  
Mariomaria,Eremita,Distretto sanitario del sile asfo,ente pubblico,ERRMAA21Q15R538B,Azzano decimo ,V  xv Aprile  
Otero,Avellis,Donati de conti rosalba,ente pubblico,AVLOTR14E34N607Z,Moruzzo ,Via Centa  
Elverino,Falerno,Dsm - direzione dipartimento di salute mentale,ente pubblico,FANELN46O22I013S,Trieste ,Via Edoardo Weiss  
Libio,Fiscini,Giacomel micaela,ente pubblico,FICLII51V35N476I,Roveredo in piano ,Via xx Settembre  
Ario,Simmini,Guardia medica,ente pubblico,SIMARI38V20S919J,Sutrio ,P  xi xii Luglio   Paluzza  
Roderico,Cittadella,Guardia medica,ente pubblico,CILROR83H14I396B,Zuglio ,P    Luglio   Paluzza  
Ramiro,Gabriele,Guardia medica,ente pubblico,GAERAI06E08F258H,Castelnovo del friuli ,V  Macilas   Vito d Asio   Anduins  
Aquilino,Hamzaj,Guardia medica,ente pubblico,HAMAQI55O37M182T,Clauzetto ,V  Macilas   Vito d Asio   Anduins  
Gelmo,Indennitate,Guardia medica,ente pubblico,INDGEL67D30W289U,Reana del rojale ,V  Dante  
Oride,Stanca,Guardia medica,ente pubblico,STAORI18H03U190I,Attimis ,V  Dante  
Audace,Serio,Guardia medica,ente pubblico,SERAUD66N27P857E,San leonardo ,V  dei Klan i   
Dimma,Rizzini,Guardia medica,ente pubblico,RIZDIM70Q05J058W,Barcis ,Notturna   Presso Ospedale Maniago 
Idalmo,Florio,Guardia medica,ente pubblico,FLLIDL46W10Z448N,Buja ,V  Vidiset   Buja  
Fiorluigi,Dumitru,Guardia medica,ente pubblico,DUIFII51W27K428E,Taipana ,V  Dante  
Ramone,Guercia,Guardia medica,ente pubblico,GUURAM73K35Y553V,Faedis ,V  Dante  
Giovammaria,Lala,Guardia medica,ente pubblico,LALGIA16G11X359O,Cercivento ,P  xi xii Luglio   Paluzza  
Rofino,Vinciguerra,Guardia medica,ente pubblico,VICRON27V24Z094L,Tarcento ,V  Cojaniz   Tarcento  
Etrusco,Terribile,Guardia medica,ente pubblico,TEIETU03N06L852R,Claut ,Notturna   Presso Ospedale Maniago 
Gabino,Olimpo,Guardia medica,ente pubblico,OLOGAA20W17P411F,Vito d'asio ,Notturna   Presso Ospedale Spilimbergo  Anduins
Oberdino,Colaci,Guardia medica,ente pubblico,COCOBE34H07T959W,Pinzano al tagliamento ,Notturna   Presso Ospedale Spilimbergo 
Arimondo,Capaldo,Guardia medica,ente pubblico,CALARN67T17H652O,,
Barbaro,Metrillo,Guardia medica,ente pubblico,MERBAO73H19L342O,Forni di sopra ,V  Nazionale  
Iello,Gambino,Guardia medica,ente pubblico,GAMIEL79U25Z902Z,Meduno ,V  del Municipio   Meduno  
Rimo,Gidiuli,Guardia medica,ente pubblico,GIURII23I01J485I,Cervignano del friuli ,Via Trieste  
Rossi,Rispoli,Guardia medica,ente pubblico,RIIROI41I05L825E,San pietro al natisone ,V  del Klan i   
Fidelfo,Mohsen abdel latif abdel wahed,Guardia medica,ente pubblico,MOEFIL87Q13T740H,Castelnovo del friuli ,Notturna     V  del Municipio 
Elvio,Caramuscio,Guardia medica,ente pubblico,CAIELO17G30G920L,Clauzetto ,Notturna     V  del Municipio 
Darvino,Funel,Guardia medica,ente pubblico,FUEDAV91Z13R334O,Tarvisio ,Vittorio Veneto 
Pepi,Antonazzo,Guardia medica,ente pubblico,ANTPEI58U31D542P,Ampezzo ,Pl  Caduti   Ampezzo  
Neero,Iandoli,Guardia medica,ente pubblico,IAINEE52U00I455R,Lignano sabbiadoro ,Via Tarvisio  B 
Amadio,Nutricato,Guardia medica - servizio di continuita' assistenziale,ente pubblico,NUCAMO01B19R052N,Manzano ,Via Terzo Drusin  
Ezio,Palmiotta,Guardia medica - servizio di continuita' assistenziale,ente pubblico,PALEZI36L18W498R,Ovaro ,Via ex Ferrovia  
Mazzinio,La porta,Guardia medica - servizio di continuita' assistenziale,ente pubblico,LAOMAZ48T26D109I,Cervignano del friuli ,Via Trieste  
Basile,Galiulo,Guardia medica - servizio di continuita' assistenziale,ente pubblico,GALBAA81P32Y614U,San giorgio di nogaro ,Via Palmanova  
Donatino,Ferrari,Guardia medica - servizio di continuita' assistenziale,ente pubblico,FERDOT24F03A438D,Cormons ,Viale Venezia Giulia  
Roboano,Caroppo,Guardia medica - servizio di continuita' assistenziale,ente pubblico,CAOROO29X17M555L,Monfalcone ,Via Galvani  
Evenzo,D'oria,Guardia medica - servizio di continuita' assistenziale,ente pubblico,D OEVO31N00U501V,Latisana ,Via Sabbionera  
Metardo,Perulli,Guardia medica - servizio di continuita' assistenziale,ente pubblico,PELMER94J30P509S,Grado ,Via Michelangelo Buonarroti  
Daniele,Moreira,Guardia medica - servizio di continuita' assistenziale,ente pubblico,MORDAE07T37Y169I,Udine ,Via Gervasutta  
Edilio,Celentano,Guardia medica - servizio di continuita' assistenziale,ente pubblico,CETEDO85G33E345R,Buja ,Via Vidiset  
Almerio,Kaur,Guardia medica - servizio di continuita' assistenziale,ente pubblico,KAAALL48D05P369A,Roveredo in piano ,Via Giosue Carducci  
Opilio,Micello,Guardia medica - servizio di continuita' assistenziale,ente pubblico,MILOPI72X23O917H,San pietro al natisone ,Via del Klancic  
Astore,Mino',Guardia medica - servizio di continuita' assistenziale,ente pubblico,MIOASR73G07L746D,San vito al tagliamento ,Piazzale t  Linteris  
